algorithm,generator,m,seed,0
Least Loaded,+1 Increasing,5,8,231725.0
Least Loaded,+1 Increasing,5,9,231725.0
Least Loaded,+1 Increasing,6,0,194025.0
Least Loaded,+1 Increasing,6,1,194025.0
Least Loaded,+1 Increasing,6,2,194025.0
Least Loaded,+1 Increasing,6,3,194025.0
Least Loaded,+1 Increasing,6,4,194025.0
Least Loaded,+1 Increasing,6,5,194025.0
Least Loaded,+1 Increasing,6,6,194025.0
Least Loaded,+1 Increasing,6,7,194025.0
Least Loaded,+1 Increasing,6,8,194025.0
Least Loaded,+1 Increasing,6,9,194025.0
Least Loaded,-1 Decreasing,1,0,573800.0
Least Loaded,-1 Decreasing,1,1,573800.0
Least Loaded,-1 Decreasing,1,2,573800.0
Least Loaded,-1 Decreasing,1,3,573800.0
Least Loaded,-1 Decreasing,1,4,573800.0
Least Loaded,-1 Decreasing,1,5,573800.0
Least Loaded,-1 Decreasing,1,6,573800.0
Least Loaded,-1 Decreasing,1,7,573800.0
Least Loaded,-1 Decreasing,1,8,573800.0
Least Loaded,-1 Decreasing,1,9,573800.0
Least Loaded,-1 Decreasing,2,0,289750.0
Least Loaded,-1 Decreasing,2,1,289750.0
Least Loaded,-1 Decreasing,2,2,289750.0
Least Loaded,-1 Decreasing,2,3,289750.0
Least Loaded,-1 Decreasing,2,4,289750.0
Least Loaded,-1 Decreasing,2,5,289750.0
Least Loaded,-1 Decreasing,2,6,289750.0
Least Loaded,-1 Decreasing,2,7,289750.0
Least Loaded,-1 Decreasing,2,8,289750.0
Least Loaded,-1 Decreasing,2,9,289750.0
Least Loaded,-1 Decreasing,3,0,195075.0
Least Loaded,-1 Decreasing,3,1,195075.0
Least Loaded,-1 Decreasing,3,2,195075.0
Least Loaded,-1 Decreasing,3,3,195075.0
Least Loaded,-1 Decreasing,3,4,195075.0
Least Loaded,-1 Decreasing,3,5,195075.0
Least Loaded,-1 Decreasing,3,6,195075.0
Least Loaded,-1 Decreasing,3,7,195075.0
Least Loaded,-1 Decreasing,3,8,195075.0
Least Loaded,-1 Decreasing,3,9,195075.0
Least Loaded,-1 Decreasing,4,0,147744.0
Least Loaded,-1 Decreasing,4,1,147744.0
Least Loaded,-1 Decreasing,4,2,147744.0
Least Loaded,-1 Decreasing,4,3,147744.0
Least Loaded,-1 Decreasing,4,4,147744.0
Least Loaded,-1 Decreasing,4,5,147744.0
Least Loaded,-1 Decreasing,4,6,147744.0
Least Loaded,-1 Decreasing,4,7,147744.0
Least Loaded,-1 Decreasing,4,8,147744.0
Least Loaded,-1 Decreasing,4,9,147744.0
Least Loaded,-1 Decreasing,5,0,119350.0
Least Loaded,-1 Decreasing,5,1,119350.0
Least Loaded,-1 Decreasing,5,2,119350.0
Least Loaded,-1 Decreasing,5,3,119350.0
Least Loaded,-1 Decreasing,5,4,119350.0
Least Loaded,-1 Decreasing,5,5,119350.0
Least Loaded,-1 Decreasing,5,6,119350.0
Least Loaded,-1 Decreasing,5,7,119350.0
Least Loaded,-1 Decreasing,5,8,119350.0
Least Loaded,-1 Decreasing,5,9,119350.0
Least Loaded,-1 Decreasing,6,0,100425.0
Least Loaded,-1 Decreasing,6,1,100425.0
Least Loaded,-1 Decreasing,6,2,100425.0
Least Loaded,-1 Decreasing,6,3,100425.0
Least Loaded,-1 Decreasing,6,4,100425.0
Least Loaded,-1 Decreasing,6,5,100425.0
Least Loaded,-1 Decreasing,6,6,100425.0
Least Loaded,-1 Decreasing,6,7,100425.0
Least Loaded,-1 Decreasing,6,8,100425.0
Least Loaded,-1 Decreasing,6,9,100425.0
Least Loaded,Random Small,1,0,530356.0
Least Loaded,Random Small,1,1,570376.0
Least Loaded,Random Small,1,2,618096.0
Least Loaded,Random Small,1,3,538965.0
Least Loaded,Random Small,1,4,561069.0
Least Loaded,Random Small,1,5,535245.0
Least Loaded,Random Small,1,6,594210.0
Least Loaded,Random Small,1,7,567170.0
Least Loaded,Random Small,1,8,569481.0
Least Loaded,Random Small,1,9,593288.0
Least Loaded,Random Small,2,0,267626.0
Least Loaded,Random Small,2,1,286196.0
Least Loaded,Random Small,2,2,311200.0
Least Loaded,Random Small,2,3,271448.0
Least Loaded,Random Small,2,4,282758.0
Least Loaded,Random Small,2,5,269686.0
Least Loaded,Random Small,2,6,298967.0
Least Loaded,Random Small,2,7,285735.0
Least Loaded,Random Small,2,8,287105.0
Least Loaded,Random Small,2,9,298824.0
Least Loaded,Random Small,3,0,179545.0
Least Loaded,Random Small,3,1,193042.0
Least Loaded,Random Small,3,2,208708.0
Least Loaded,Random Small,3,3,182642.0
Least Loaded,Random Small,3,4,189489.0
Least Loaded,Random Small,3,5,181206.0
Least Loaded,Random Small,3,6,200973.0
Least Loaded,Random Small,3,7,192062.0
Least Loaded,Random Small,3,8,192589.0
Least Loaded,Random Small,3,9,200870.0
Least Loaded,Random Small,4,0,135542.0
Least Loaded,Random Small,4,1,145748.0
Least Loaded,Random Small,4,2,157116.0
Least Loaded,Random Small,4,3,137607.0
Least Loaded,Random Small,4,4,143515.0
Least Loaded,Random Small,4,5,137132.0
Least Loaded,Random Small,4,6,151823.0
Least Loaded,Random Small,4,7,144579.0
Least Loaded,Random Small,4,8,145864.0
Least Loaded,Random Small,4,9,151739.0
Least Loaded,Random Small,5,0,109172.0
Least Loaded,Random Small,5,1,117106.0
Least Loaded,Random Small,5,2,127083.0
Least Loaded,Random Small,5,3,110879.0
Least Loaded,Random Small,5,4,115624.0
Least Loaded,Random Small,5,5,110715.0
Least Loaded,Random Small,5,6,121552.0
Least Loaded,Random Small,5,7,116810.0
Least Loaded,Random Small,5,8,117209.0
Least Loaded,Random Small,5,9,122027.0
Least Loaded,Random Small,6,0,92046.0
Least Loaded,Random Small,6,1,98691.0
Least Loaded,Random Small,6,2,106779.0
Least Loaded,Random Small,6,3,93165.0
Least Loaded,Random Small,6,4,97017.0
Least Loaded,Random Small,6,5,92899.0
Least Loaded,Random Small,6,6,102713.0
Least Loaded,Random Small,6,7,98193.0
Least Loaded,Random Small,6,8,98741.0
Least Loaded,Random Small,6,9,101784.0
Least Loaded,Random Small Span Large,1,0,1133030356.0
Least Loaded,Random Small Span Large,1,1,1133070376.0
Least Loaded,Random Small Span Large,1,2,1133118096.0
Least Loaded,Random Small Span Large,1,3,1133038965.0
Least Loaded,Random Small Span Large,1,4,1133061069.0
Least Loaded,Random Small Span Large,1,5,1133035245.0
Least Loaded,Random Small Span Large,1,6,1133094210.0
Least Loaded,Random Small Span Large,1,7,1133067170.0
Least Loaded,Random Small Span Large,1,8,1133069481.0
Least Loaded,Random Small Span Large,1,9,1133093288.0
Least Loaded,Random Small Span Large,2,0,570267104.0
Least Loaded,Random Small Span Large,2,1,570287001.0
Least Loaded,Random Small Span Large,2,2,570311253.0
Least Loaded,Random Small Span Large,2,3,570271214.0
Least Loaded,Random Small Span Large,2,4,570282417.0
Least Loaded,Random Small Span Large,2,5,570269438.0
Least Loaded,Random Small Span Large,2,6,570298991.0
Least Loaded,Random Small Span Large,2,7,570285497.0
Least Loaded,Random Small Span Large,2,8,570286643.0
Least Loaded,Random Small Span Large,2,9,570298629.0
Least Loaded,Random Small Span Large,3,0,382679184.0
Least Loaded,Random Small Span Large,3,1,382692425.0
Least Loaded,Random Small Span Large,3,2,382708764.0
Least Loaded,Random Small Span Large,3,3,382682086.0
Least Loaded,Random Small Span Large,3,4,382689617.0
Least Loaded,Random Small Span Large,3,5,382680773.0
Least Loaded,Random Small Span Large,3,6,382700680.0
Least Loaded,Random Small Span Large,3,7,382691613.0
Least Loaded,Random Small Span Large,3,8,382692345.0
Least Loaded,Random Small Span Large,3,9,382700353.0
Least Loaded,Random Small Span Large,4,0,288935427.0
Least Loaded,Random Small Span Large,4,1,288945362.0
Least Loaded,Random Small Span Large,4,2,288957639.0
Least Loaded,Random Small Span Large,4,3,288937518.0
Least Loaded,Random Small Span Large,4,4,288943151.0
Least Loaded,Random Small Span Large,4,5,288936594.0
Least Loaded,Random Small Span Large,4,6,288951507.0
Least Loaded,Random Small Span Large,4,7,288944640.0
Least Loaded,Random Small Span Large,4,8,288945254.0
Least Loaded,Random Small Span Large,4,9,288951342.0
Least Loaded,Random Small Span Large,5,0,232608859.0
Least Loaded,Random Small Span Large,5,1,232616765.0
Least Loaded,Random Small Span Large,5,2,232626804.0
Least Loaded,Random Small Span Large,5,3,232610705.0
Least Loaded,Random Small Span Large,5,4,232615247.0
Least Loaded,Random Small Span Large,5,5,232609928.0
Least Loaded,Random Small Span Large,5,6,232621876.0
Least Loaded,Random Small Span Large,5,7,232616386.0
Least Loaded,Random Small Span Large,5,8,232617044.0
Least Loaded,Random Small Span Large,5,9,232621832.0
Least Loaded,Random Small Span Large,6,0,195091511.0
Least Loaded,Random Small Span Large,6,1,195098034.0
Least Loaded,Random Small Span Large,6,2,195106477.0
Least Loaded,Random Small Span Large,6,3,195092885.0
Least Loaded,Random Small Span Large,6,4,195096744.0
Least Loaded,Random Small Span Large,6,5,195092159.0
Least Loaded,Random Small Span Large,6,6,195102339.0
Least Loaded,Random Small Span Large,6,7,195097604.0
Least Loaded,Random Small Span Large,6,8,195098118.0
Least Loaded,Random Small Span Large,6,9,195102146.0
Least Loaded,Random Large Span Large,1,0,5422749464.0
Least Loaded,Random Large Span Large,1,1,5572882584.0
Least Loaded,Random Large Span Large,1,2,5743693475.0
Least Loaded,Random Large Span Large,1,3,5387839640.0
Least Loaded,Random Large Span Large,1,4,5492177016.0
Least Loaded,Random Large Span Large,1,5,5660636743.0
Least Loaded,Random Large Span Large,1,6,5294003111.0
Least Loaded,Random Large Span Large,1,7,5809163255.0
Least Loaded,Random Large Span Large,1,8,5737961450.0
Least Loaded,Random Large Span Large,1,9,5973587559.0
Least Loaded,Random Large Span Large,2,0,2732074181.0
Least Loaded,Random Large Span Large,2,1,2807939551.0
Least Loaded,Random Large Span Large,2,2,2895357180.0
Least Loaded,Random Large Span Large,2,3,2716566372.0
Least Loaded,Random Large Span Large,2,4,2769124790.0
Least Loaded,Random Large Span Large,2,5,2854785590.0
Least Loaded,Random Large Span Large,2,6,2665240965.0
Least Loaded,Random Large Span Large,2,7,2923762986.0
Least Loaded,Random Large Span Large,2,8,2892352125.0
Least Loaded,Random Large Span Large,2,9,3008474514.0
Least Loaded,Random Large Span Large,3,0,1832798443.0
Least Loaded,Random Large Span Large,3,1,1881708920.0
Least Loaded,Random Large Span Large,3,2,1943744098.0
Least Loaded,Random Large Span Large,3,3,1821896830.0
Least Loaded,Random Large Span Large,3,4,1861640949.0
Least Loaded,Random Large Span Large,3,5,1913808392.0
Least Loaded,Random Large Span Large,3,6,1793538630.0
Least Loaded,Random Large Span Large,3,7,1969530743.0
Least Loaded,Random Large Span Large,3,8,1939052251.0
Least Loaded,Random Large Span Large,3,9,2021005995.0
Least Loaded,Random Large Span Large,4,0,1382558256.0
Least Loaded,Random Large Span Large,4,1,1415694395.0
Least Loaded,Random Large Span Large,4,2,1467652147.0
Least Loaded,Random Large Span Large,4,3,1374084185.0
Least Loaded,Random Large Span Large,4,4,1406265105.0
Least Loaded,Random Large Span Large,4,5,1445977206.0
Least Loaded,Random Large Span Large,4,6,1353647165.0
Least Loaded,Random Large Span Large,4,7,1488314100.0
Least Loaded,Random Large Span Large,4,8,1464413683.0
Least Loaded,Random Large Span Large,4,9,1526434959.0
Least Loaded,Random Large Span Large,5,0,1121583150.0
Least Loaded,Random Large Span Large,5,1,1145871739.0
Least Loaded,Random Large Span Large,5,2,1181506264.0
Least Loaded,Random Large Span Large,5,3,1104963985.0
Least Loaded,Random Large Span Large,5,4,1132071799.0
Least Loaded,Random Large Span Large,5,5,1166274181.0
Least Loaded,Random Large Span Large,5,6,1091102246.0
Least Loaded,Random Large Span Large,5,7,1196444078.0
Least Loaded,Random Large Span Large,5,8,1180991476.0
Least Loaded,Random Large Span Large,5,9,1226986371.0
Least Loaded,Random Large Span Large,6,0,941721125.0
Least Loaded,Random Large Span Large,6,1,963660931.0
Least Loaded,Random Large Span Large,6,2,987206456.0
Least Loaded,Random Large Span Large,6,3,935091545.0
Least Loaded,Random Large Span Large,6,4,946171753.0
Least Loaded,Random Large Span Large,6,5,976824162.0
Least Loaded,Random Large Span Large,6,6,918606231.0
Least Loaded,Random Large Span Large,6,7,1003554775.0
Least Loaded,Random Large Span Large,6,8,990490964.0
Least Loaded,Random Large Span Large,6,9,1032020184.0
Least Loaded,"Random Half Low, Half High",1,0,8157856.0
Least Loaded,"Random Half Low, Half High",1,1,8197876.0
Least Loaded,"Random Half Low, Half High",1,2,8245596.0
Least Loaded,"Random Half Low, Half High",1,3,8166465.0
Least Loaded,"Random Half Low, Half High",1,4,8188569.0
Least Loaded,"Random Half Low, Half High",1,5,8162745.0
Least Loaded,"Random Half Low, Half High",1,6,8221710.0
Least Loaded,"Random Half Low, Half High",1,7,8194670.0
Least Loaded,"Random Half Low, Half High",1,8,8196981.0
Least Loaded,"Random Half Low, Half High",1,9,8220788.0
Least Loaded,"Random Half Low, Half High",2,0,4097657.0
Least Loaded,"Random Half Low, Half High",2,1,4110023.0
Least Loaded,"Random Half Low, Half High",2,2,4140813.0
Least Loaded,"Random Half Low, Half High",2,3,4101598.0
Least Loaded,"Random Half Low, Half High",2,4,4112962.0
Least Loaded,"Random Half Low, Half High",2,5,4099956.0
Least Loaded,"Random Half Low, Half High",2,6,4128453.0
Least Loaded,"Random Half Low, Half High",2,7,4116026.0
Least Loaded,"Random Half Low, Half High",2,8,4116336.0
Least Loaded,"Random Half Low, Half High",2,9,4128095.0
Least Loaded,"Random Half Low, Half High",3,0,2741371.0
Least Loaded,"Random Half Low, Half High",3,1,2757757.0
Least Loaded,"Random Half Low, Half High",3,2,2770429.0
Least Loaded,"Random Half Low, Half High",3,3,2747447.0
Least Loaded,"Random Half Low, Half High",3,4,2754427.0
Least Loaded,"Random Half Low, Half High",3,5,2744123.0
Least Loaded,"Random Half Low, Half High",3,6,2765719.0
Least Loaded,"Random Half Low, Half High",3,7,2755213.0
Least Loaded,"Random Half Low, Half High",3,8,2752928.0
Least Loaded,"Random Half Low, Half High",3,9,2764738.0
Least Loaded,"Random Half Low, Half High",4,0,2061443.0
Least Loaded,"Random Half Low, Half High",4,1,2073271.0
Least Loaded,"Random Half Low, Half High",4,2,2086029.0
Least Loaded,"Random Half Low, Half High",4,3,2068780.0
Least Loaded,"Random Half Low, Half High",4,4,2071958.0
Least Loaded,"Random Half Low, Half High",4,5,2067893.0
Least Loaded,"Random Half Low, Half High",4,6,2083008.0
Least Loaded,"Random Half Low, Half High",4,7,2075064.0
Least Loaded,"Random Half Low, Half High",4,8,2076161.0
Least Loaded,"Random Half Low, Half High",4,9,2080948.0
Least Loaded,"Random Half Low, Half High",5,0,1658793.0
Least Loaded,"Random Half Low, Half High",5,1,1667694.0
Least Loaded,"Random Half Low, Half High",5,2,1678636.0
Least Loaded,"Random Half Low, Half High",5,3,1658657.0
Least Loaded,"Random Half Low, Half High",5,4,1667802.0
Least Loaded,"Random Half Low, Half High",5,5,1661926.0
Least Loaded,"Random Half Low, Half High",5,6,1669610.0
Least Loaded,"Random Half Low, Half High",5,7,1669028.0
Least Loaded,"Random Half Low, Half High",5,8,1666893.0
Least Loaded,"Random Half Low, Half High",5,9,1672784.0
Least Loaded,"Random Half Low, Half High",6,0,1390389.0
Least Loaded,"Random Half Low, Half High",6,1,1396346.0
Least Loaded,"Random Half Low, Half High",6,2,1404080.0
Least Loaded,"Random Half Low, Half High",6,3,1390747.0
Least Loaded,"Random Half Low, Half High",6,4,1394112.0
Least Loaded,"Random Half Low, Half High",6,5,1390465.0
Least Loaded,"Random Half Low, Half High",6,6,1400316.0
Least Loaded,"Random Half Low, Half High",6,7,1395789.0
Least Loaded,"Random Half Low, Half High",6,8,1397089.0
Least Loaded,"Random Half Low, Half High",6,9,1392070.0
Least Loaded,"Random Half High, Half Low",1,0,3122901.0
Least Loaded,"Random Half High, Half Low",1,1,3083032.0
Least Loaded,"Random Half High, Half Low",1,2,3173477.0
Least Loaded,"Random Half High, Half Low",1,3,3094209.0
Least Loaded,"Random Half High, Half Low",1,4,3147605.0
Least Loaded,"Random Half High, Half Low",1,5,3089020.0
Least Loaded,"Random Half High, Half Low",1,6,3138322.0
Least Loaded,"Random Half High, Half Low",1,7,3130783.0
Least Loaded,"Random Half High, Half Low",1,8,3157011.0
Least Loaded,"Random Half High, Half Low",1,9,3141660.0
Least Loaded,"Random Half High, Half Low",2,0,1581388.0
Least Loaded,"Random Half High, Half Low",2,1,1561145.0
Least Loaded,"Random Half High, Half Low",2,2,1607256.0
Least Loaded,"Random Half High, Half Low",2,3,1567794.0
Least Loaded,"Random Half High, Half Low",2,4,1594026.0
Least Loaded,"Random Half High, Half Low",2,5,1565503.0
Least Loaded,"Random Half High, Half Low",2,6,1588169.0
Least Loaded,"Random Half High, Half Low",2,7,1584955.0
Least Loaded,"Random Half High, Half Low",2,8,1598388.0
Least Loaded,"Random Half High, Half Low",2,9,1591944.0
Least Loaded,"Random Half High, Half Low",3,0,1066163.0
Least Loaded,"Random Half High, Half Low",3,1,1053096.0
Least Loaded,"Random Half High, Half Low",3,2,1083185.0
Least Loaded,"Random Half High, Half Low",3,3,1056825.0
Least Loaded,"Random Half High, Half Low",3,4,1074450.0
Least Loaded,"Random Half High, Half Low",3,5,1055080.0
Least Loaded,"Random Half High, Half Low",3,6,1071551.0
Least Loaded,"Random Half High, Half Low",3,7,1068279.0
Least Loaded,"Random Half High, Half Low",3,8,1077921.0
Least Loaded,"Random Half High, Half Low",3,9,1072727.0
Least Loaded,"Random Half High, Half Low",4,0,810616.0
Least Loaded,"Random Half High, Half Low",4,1,800785.0
Least Loaded,"Random Half High, Half Low",4,2,822860.0
Least Loaded,"Random Half High, Half Low",4,3,803871.0
Least Loaded,"Random Half High, Half Low",4,4,816503.0
Least Loaded,"Random Half High, Half Low",4,5,801602.0
Least Loaded,"Random Half High, Half Low",4,6,814141.0
Least Loaded,"Random Half High, Half Low",4,7,813160.0
Least Loaded,"Random Half High, Half Low",4,8,818281.0
Least Loaded,"Random Half High, Half Low",4,9,815128.0
Least Loaded,"Random Half High, Half Low",5,0,654412.0
Least Loaded,"Random Half High, Half Low",5,1,646999.0
Least Loaded,"Random Half High, Half Low",5,2,665109.0
Least Loaded,"Random Half High, Half Low",5,3,649185.0
Least Loaded,"Random Half High, Half Low",5,4,659769.0
Least Loaded,"Random Half High, Half Low",5,5,648098.0
Least Loaded,"Random Half High, Half Low",5,6,658155.0
Least Loaded,"Random Half High, Half Low",5,7,656247.0
Least Loaded,"Random Half High, Half Low",5,8,661912.0
Least Loaded,"Random Half High, Half Low",5,9,658748.0
Least Loaded,"Random Half High, Half Low",6,0,554936.0
Least Loaded,"Random Half High, Half Low",6,1,548782.0
Least Loaded,"Random Half High, Half Low",6,2,563109.0
Least Loaded,"Random Half High, Half Low",6,3,550113.0
Least Loaded,"Random Half High, Half Low",6,4,558818.0
Least Loaded,"Random Half High, Half Low",6,5,549872.0
Least Loaded,"Random Half High, Half Low",6,6,558427.0
Least Loaded,"Random Half High, Half Low",6,7,556906.0
Least Loaded,"Random Half High, Half Low",6,8,561367.0
Least Loaded,"Random Half High, Half Low",6,9,558166.0
Least Loaded,Random Non-Decreasing Large Span,1,0,805758919.0
Least Loaded,Random Non-Decreasing Large Span,1,1,809684735.0
Least Loaded,Random Non-Decreasing Large Span,1,2,728105381.0
Least Loaded,Random Non-Decreasing Large Span,1,3,727099809.0
Least Loaded,Random Non-Decreasing Large Span,1,4,795689114.0
Least Loaded,Random Non-Decreasing Large Span,1,5,706622001.0
Least Loaded,Random Non-Decreasing Large Span,1,6,685604486.0
Least Loaded,Random Non-Decreasing Large Span,1,7,781170849.0
Least Loaded,Random Non-Decreasing Large Span,1,8,721437184.0
Least Loaded,Random Non-Decreasing Large Span,1,9,772104706.0
Least Loaded,Random Non-Decreasing Large Span,2,0,404892022.0
Least Loaded,Random Non-Decreasing Large Span,2,1,406865789.0
Least Loaded,Random Non-Decreasing Large Span,2,2,365880252.0
Least Loaded,Random Non-Decreasing Large Span,2,3,365341347.0
Least Loaded,Random Non-Decreasing Large Span,2,4,399854357.0
Least Loaded,Random Non-Decreasing Large Span,2,5,355063594.0
Least Loaded,Random Non-Decreasing Large Span,2,6,344446396.0
Least Loaded,Random Non-Decreasing Large Span,2,7,392539027.0
Least Loaded,Random Non-Decreasing Large Span,2,8,362491467.0
Least Loaded,Random Non-Decreasing Large Span,2,9,387964740.0
Least Loaded,Random Non-Decreasing Large Span,3,0,271264395.0
Least Loaded,Random Non-Decreasing Large Span,3,1,272589180.0
Least Loaded,Random Non-Decreasing Large Span,3,2,245131670.0
Least Loaded,Random Non-Decreasing Large Span,3,3,244749773.0
Least Loaded,Random Non-Decreasing Large Span,3,4,267902194.0
Least Loaded,Random Non-Decreasing Large Span,3,5,237870817.0
Least Loaded,Random Non-Decreasing Large Span,3,6,230721454.0
Least Loaded,Random Non-Decreasing Large Span,3,7,262988467.0
Least Loaded,Random Non-Decreasing Large Span,3,8,242839114.0
Least Loaded,Random Non-Decreasing Large Span,3,9,259911277.0
Least Loaded,Random Non-Decreasing Large Span,4,0,204496662.0
Least Loaded,Random Non-Decreasing Large Span,4,1,205496939.0
Least Loaded,Random Non-Decreasing Large Span,4,2,184803865.0
Least Loaded,Random Non-Decreasing Large Span,4,3,184499888.0
Least Loaded,Random Non-Decreasing Large Span,4,4,201974550.0
Least Loaded,Random Non-Decreasing Large Span,4,5,179318080.0
Least Loaded,Random Non-Decreasing Large Span,4,6,173902327.0
Least Loaded,Random Non-Decreasing Large Span,4,7,198260232.0
Least Loaded,Random Non-Decreasing Large Span,4,8,183056443.0
Least Loaded,Random Non-Decreasing Large Span,4,9,195933198.0
Least Loaded,Random Non-Decreasing Large Span,5,0,164351466.0
Least Loaded,Random Non-Decreasing Large Span,5,1,165157950.0
Least Loaded,Random Non-Decreasing Large Span,5,2,148522242.0
Least Loaded,Random Non-Decreasing Large Span,5,3,148265709.0
Least Loaded,Random Non-Decreasing Large Span,5,4,162333338.0
Least Loaded,Random Non-Decreasing Large Span,5,5,144110120.0
Least Loaded,Random Non-Decreasing Large Span,5,6,139727806.0
Least Loaded,Random Non-Decreasing Large Span,5,7,159339568.0
Least Loaded,Random Non-Decreasing Large Span,5,8,147101412.0
Least Loaded,Random Non-Decreasing Large Span,5,9,157460424.0
Least Loaded,Random Non-Decreasing Large Span,6,0,137618165.0
Least Loaded,Random Non-Decreasing Large Span,6,1,138294158.0
Least Loaded,Random Non-Decreasing Large Span,6,2,124368001.0
Least Loaded,Random Non-Decreasing Large Span,6,3,124140893.0
Least Loaded,Random Non-Decreasing Large Span,6,4,135937817.0
Least Loaded,Random Non-Decreasing Large Span,6,5,120661827.0
Least Loaded,Random Non-Decreasing Large Span,6,6,116978290.0
Least Loaded,Random Non-Decreasing Large Span,6,7,133420237.0
Least Loaded,Random Non-Decreasing Large Span,6,8,123168292.0
Least Loaded,Random Non-Decreasing Large Span,6,9,131845158.0
Least Loaded,Random Non-Increasing Large Span,1,0,417491175.0
Least Loaded,Random Non-Increasing Large Span,1,1,420582178.0
Least Loaded,Random Non-Increasing Large Span,1,2,382838614.0
Least Loaded,Random Non-Increasing Large Span,1,3,362304942.0
Least Loaded,Random Non-Increasing Large Span,1,4,425667138.0
Least Loaded,Random Non-Increasing Large Span,1,5,359362499.0
Least Loaded,Random Non-Increasing Large Span,1,6,314552017.0
Least Loaded,Random Non-Increasing Large Span,1,7,405709989.0
Least Loaded,Random Non-Increasing Large Span,1,8,356966160.0
Least Loaded,Random Non-Increasing Large Span,1,9,390146975.0
Least Loaded,Random Non-Increasing Large Span,2,0,210783522.0
Least Loaded,Random Non-Increasing Large Span,2,1,212341399.0
Least Loaded,Random Non-Increasing Large Span,2,2,193270368.0
Least Loaded,Random Non-Increasing Large Span,2,3,182968329.0
Least Loaded,Random Non-Increasing Large Span,2,4,214867995.0
Least Loaded,Random Non-Increasing Large Span,2,5,181459274.0
Least Loaded,Random Non-Increasing Large Span,2,6,158943632.0
Least Loaded,Random Non-Increasing Large Span,2,7,204831461.0
Least Loaded,Random Non-Increasing Large Span,2,8,180281077.0
Least Loaded,Random Non-Increasing Large Span,2,9,197009616.0
Least Loaded,Random Non-Increasing Large Span,3,0,141886299.0
Least Loaded,Random Non-Increasing Large Span,3,1,142931449.0
Least Loaded,Random Non-Increasing Large Span,3,2,130087825.0
Least Loaded,Random Non-Increasing Large Span,3,3,123194878.0
Least Loaded,Random Non-Increasing Large Span,3,4,144608858.0
Least Loaded,Random Non-Increasing Large Span,3,5,122163728.0
Least Loaded,Random Non-Increasing Large Span,3,6,107079749.0
Least Loaded,Random Non-Increasing Large Span,3,7,137879219.0
Least Loaded,Random Non-Increasing Large Span,3,8,121389830.0
Least Loaded,Random Non-Increasing Large Span,3,9,132637304.0
Least Loaded,Random Non-Increasing Large Span,4,0,107442412.0
Least Loaded,Random Non-Increasing Large Span,4,1,108234760.0
Least Loaded,Random Non-Increasing Large Span,4,2,98498923.0
Least Loaded,Random Non-Increasing Large Span,4,3,93313379.0
Least Loaded,Random Non-Increasing Large Span,4,4,109481369.0
Least Loaded,Random Non-Increasing Large Span,4,5,92515974.0
Least Loaded,Random Non-Increasing Large Span,4,6,81150945.0
Least Loaded,Random Non-Increasing Large Span,4,7,104406449.0
Least Loaded,Random Non-Increasing Large Span,4,8,91951707.0
Least Loaded,Random Non-Increasing Large Span,4,9,100455636.0
Least Loaded,Random Non-Increasing Large Span,5,0,86779348.0
Least Loaded,Random Non-Increasing Large Span,5,1,87413419.0
Least Loaded,Random Non-Increasing Large Span,5,2,79552353.0
Least Loaded,Random Non-Increasing Large Span,5,3,75386922.0
Least Loaded,Random Non-Increasing Large Span,5,4,88408674.0
Least Loaded,Random Non-Increasing Large Span,5,5,74734525.0
Least Loaded,Random Non-Increasing Large Span,5,6,65602337.0
Least Loaded,Random Non-Increasing Large Span,5,7,84325358.0
Least Loaded,Random Non-Increasing Large Span,5,8,74292652.0
Least Loaded,Random Non-Increasing Large Span,5,9,81147537.0
Least Loaded,Random Non-Increasing Large Span,6,0,73007679.0
Least Loaded,Random Non-Increasing Large Span,6,1,73540156.0
Least Loaded,Random Non-Increasing Large Span,6,2,66920369.0
Least Loaded,Random Non-Increasing Large Span,6,3,63438733.0
Least Loaded,Random Non-Increasing Large Span,6,4,74361935.0
Least Loaded,Random Non-Increasing Large Span,6,5,62885318.0
Least Loaded,Random Non-Increasing Large Span,6,6,55234088.0
Least Loaded,Random Non-Increasing Large Span,6,7,70947476.0
Least Loaded,Random Non-Increasing Large Span,6,8,62517052.0
Least Loaded,Random Non-Increasing Large Span,6,9,68277648.0
Lookahead 15,Constant,1,0,11325.0
Lookahead 15,Constant,1,1,11325.0
Lookahead 15,Constant,1,2,11325.0
Lookahead 15,Constant,1,3,11325.0
Lookahead 15,Constant,1,4,11325.0
Lookahead 15,Constant,1,5,11325.0
Lookahead 15,Constant,1,6,11325.0
Lookahead 15,Constant,1,7,11325.0
Lookahead 15,Constant,1,8,11325.0
Lookahead 15,Constant,1,9,11325.0
Lookahead 15,Constant,2,0,5700.0
Lookahead 15,Constant,2,1,5700.0
Lookahead 15,Constant,2,2,5700.0
Lookahead 15,Constant,2,3,5700.0
Lookahead 15,Constant,2,4,5700.0
Lookahead 15,Constant,2,5,5700.0
Lookahead 15,Constant,2,6,5700.0
Lookahead 15,Constant,2,7,5700.0
Lookahead 15,Constant,2,8,5700.0
Lookahead 15,Constant,2,9,5700.0
Lookahead 15,Constant,3,0,3825.0
Lookahead 15,Constant,3,1,3825.0
Lookahead 15,Constant,3,2,3825.0
Lookahead 15,Constant,3,3,3825.0
Lookahead 15,Constant,3,4,3825.0
